order_id,order_date,customer_id,customer_name,customer_region,customer_city,supplier_id,supplier_name,supplier_region,product_id,product_name,product_category,product_subcategory,quantity,unit_price,discount_percent,revenue,cost,profit,order_status,payment_method,sales_channel,delivery_days,rating
ORD-01238,2024-07-04,CUST-0197,Gamma Ltd 197,East,Patna,SUP-012,Nova Solutions 12,East,PROD-0004,Pump Systems Model 4,Industrial Equipment,Pump Systems,2,3797.6,1.32,7494.94,5872.7,1622.24,pending,Net-30,Direct Sales,,
ORD-01239,2023-10-13,CUST-0139,Foxtrot Group 139,Central,Bhopal,SUP-014,Zenith Solutions 14,Central,PROD-0014,CNC Parts Model 2,Industrial Equipment,CNC Parts,2,2207.95,0.54,4392.05,3421.73,970.32,completed,Credit Card,Marketplace,10,4.7
ORD-01240,2023-11-11,CUST-0249,Foxtrot Ltd 249,Central,Bhopal,SUP-030,Nova Industries 30,North,PROD-0018,Sensors Model 2,Electronics,Sensors,1,2662.1,0.0,2662.1,1985.1,677.0,completed,Net-30,Partner,10,3.9
ORD-01241,2024-03-03,CUST-0277,Alpha Corp 277,East,Guwahati,SUP-038,Summit Trading 38,West,PROD-0024,Controllers Model 4,Electronics,Controllers,7,1196.1,0.0,0.0,4574.07,-914.81,cancelled,Wire Transfer,Direct Sales,,
ORD-01242,2025-06-06,CUST-0286,Alpha Pvt Ltd 286,South,Chennai,SUP-006,Apex Solutions 6,South,PROD-0046,Alloys Model 2,Raw Materials,Alloys,4,1555.65,0.0,6222.6,4315.62,1906.98,completed,Letter of Credit,Partner,6,5.0
ORD-01243,2023-12-19,CUST-0270,Delta Group 270,North,Delhi,SUP-060,Nova Supplies 60,North,PROD-0070,Warehousing Model 2,Logistics Services,Warehousing,9,4593.85,0.0,41344.65,25520.87,15823.78,completed,Wire Transfer,Direct Sales,10,4.2
ORD-01244,2023-01-18,CUST-0186,Echo Ltd 186,South,Bengaluru,SUP-016,Nova Manufacturing 16,South,PROD-0041,Chemicals Model 1,Raw Materials,Chemicals,1,1790.31,0.0,179.03,1283.16,-77.6,cancelled,Credit Card,Direct Sales,,
ORD-01245,2023-01-27,CUST-0181,Beta Group 181,South,Hyderabad,SUP-043,Zenith Trading 43,West,PROD-0052,Corrugated Model 4,Packaging,Corrugated,2,4330.26,0.0,8660.52,7184.54,1475.98,completed,Wire Transfer,Partner,13,5.0
ORD-01246,2025-04-19,CUST-0045,Alpha Group 45,North,Delhi,SUP-050,Orbit Trading 50,North,PROD-0023,Controllers Model 3,Electronics,Controllers,5,2198.7,0.0,10993.5,6567.22,4426.28,pending,UPI,Online,,
ORD-01247,2023-02-08,CUST-0135,Foxtrot Enterprises 135,North,Chandigarh,SUP-058,Zenith Solutions 58,West,PROD-0044,Chemicals Model 4,Raw Materials,Chemicals,2,3849.88,0.0,7699.76,5769.67,1930.09,completed,Credit Card,Direct Sales,6,
ORD-01248,2023-04-06,CUST-0126,Delta Enterprises 126,South,Hyderabad,SUP-016,Nova Manufacturing 16,South,PROD-0069,Warehousing Model 1,Logistics Services,Warehousing,1,402.51,5.76,379.33,305.01,74.32,pending,UPI,Online,,
ORD-01249,2023-04-23,CUST-0271,Foxtrot Group 271,South,Bengaluru,SUP-036,Nova Trading 36,South,PROD-0005,Conveyors Model 1,Industrial Equipment,Conveyors,2,4824.55,0.0,9649.1,8031.6,1617.5,completed,Net-30,Direct Sales,3,4.2
ORD-01250,2023-10-28,CUST-0270,Delta Group 270,North,Delhi,SUP-023,Prime Industries 23,West,PROD-0002,Pump Systems Model 2,Industrial Equipment,Pump Systems,3,767.98,0.89,2283.43,1579.83,703.6,completed,Wire Transfer,Marketplace,9,3.3
ORD-01251,2024-02-07,CUST-0059,Foxtrot Ltd 59,Central,Indore,SUP-049,Apex Supplies 49,Central,PROD-0034,Steel Model 2,Raw Materials,Steel,5,1464.55,0.0,7322.75,5938.92,1383.83,completed,UPI,Partner,3,4.3
ORD-01252,2023-05-23,CUST-0245,Gamma Pvt Ltd 245,North,Chandigarh,SUP-058,Zenith Solutions 58,West,PROD-0005,Conveyors Model 1,Industrial Equipment,Conveyors,6,4107.33,1.64,24239.82,20610.23,3629.59,completed,Letter of Credit,Marketplace,1,4.3
ORD-01253,2024-09-22,CUST-0011,Foxtrot Pvt Ltd 11,South,Bengaluru,SUP-054,Nova Supplies 54,Central,PROD-0064,Pallets Model 4,Packaging,Pallets,4,2869.82,0.57,11413.85,8889.01,2524.84,pending,Net-30,Partner,,
ORD-01254,2024-06-07,CUST-0040,Alpha Ltd 40,North,Jaipur,SUP-011,Apex Solutions 11,South,PROD-0029,Power Supplies Model 1,Electronics,Power Supplies,1,2363.28,0.0,2363.28,1460.68,902.6,completed,Net-30,Partner,2,
ORD-01255,2024-06-29,CUST-0275,Beta Pvt Ltd 275,North,Delhi,SUP-020,Apex Manufacturing 20,North,PROD-0049,Corrugated Model 1,Packaging,Corrugated,6,3907.36,15.35,19845.48,14151.82,5693.66,completed,Letter of Credit,Partner,7,4.1
ORD-01256,2023-02-02,CUST-0117,Foxtrot Corp 117,East,Patna,SUP-027,Orbit Trading 27,East,PROD-0041,Chemicals Model 1,Raw Materials,Chemicals,5,1655.57,0.0,8277.85,5970.89,2306.96,completed,UPI,Online,7,3.9
ORD-01257,2024-06-20,CUST-0135,Foxtrot Enterprises 135,North,Chandigarh,SUP-004,Nova Industries 4,Central,PROD-0040,Polymers Model 4,Raw Materials,Polymers,14,4341.77,16.01,51053.14,46310.85,4742.29,completed,UPI,Online,6,4.9
ORD-01258,2024-04-23,CUST-0278,Foxtrot Ltd 278,West,Pune,SUP-054,Nova Supplies 54,Central,PROD-0045,Alloys Model 1,Raw Materials,Alloys,1,4597.99,0.0,4597.99,3382.04,1215.95,completed,Credit Card,Partner,1,5.0
ORD-01259,2025-08-31,CUST-0153,Foxtrot Ltd 153,West,Surat,SUP-006,Apex Solutions 6,South,PROD-0067,Freight Model 3,Logistics Services,Freight,22,4616.49,0.0,101562.78,70405.0,31157.78,completed,Credit Card,Partner,8,3.9
ORD-01260,2024-06-30,CUST-0172,Delta Pvt Ltd 172,East,Patna,SUP-037,Prime Supplies 37,East,PROD-0072,Warehousing Model 4,Logistics Services,Warehousing,1,4767.61,0.46,4745.68,2980.46,1765.22,completed,Credit Card,Marketplace,10,3.6
ORD-01261,2023-10-05,CUST-0248,Delta Corp 248,West,Pune,SUP-043,Zenith Trading 43,West,PROD-0028,Cables Model 4,Electronics,Cables,8,3248.01,0.0,25984.08,19364.41,6619.67,completed,UPI,Partner,7,4.5
ORD-01262,2023-04-06,CUST-0042,Beta Enterprises 42,East,Guwahati,SUP-050,Orbit Trading 50,North,PROD-0066,Freight Model 2,Logistics Services,Freight,3,1186.02,0.0,3558.06,1949.82,1608.24,completed,Wire Transfer,Partner,3,4.9
ORD-01263,2023-10-12,CUST-0087,Echo Corp 87,East,Guwahati,SUP-045,Nova Trading 45,North,PROD-0080,Cold Chain Model 4,Logistics Services,Cold Chain,13,2299.88,0.0,29898.44,25156.2,4742.24,completed,Letter of Credit,Marketplace,9,
ORD-01264,2023-11-30,CUST-0040,Alpha Ltd 40,North,Jaipur,SUP-035,Zenith Trading 35,North,PROD-0057,Labels Model 1,Packaging,Labels,2,828.69,0.0,1657.38,1378.5,278.88,completed,Credit Card,Marketplace,1,3.3
ORD-01265,2023-11-24,CUST-0099,Beta Corp 99,Central,Nagpur,SUP-038,Summit Trading 38,West,PROD-0075,Last Mile Model 3,Logistics Services,Last Mile,7,2419.33,0.0,16935.31,12805.67,4129.64,completed,Net-30,Direct Sales,3,4.2
ORD-01266,2024-04-25,CUST-0120,Echo Ltd 120,North,Jaipur,SUP-040,Orbit Supplies 40,North,PROD-0001,Pump Systems Model 1,Industrial Equipment,Pump Systems,1,2188.95,5.32,2072.5,1585.91,486.59,pending,Credit Card,Direct Sales,,
ORD-01267,2025-02-18,CUST-0168,Delta Ltd 168,West,Pune,SUP-053,Nova Trading 53,West,PROD-0077,Cold Chain Model 1,Logistics Services,Cold Chain,1,2323.92,0.0,0.0,1781.02,-356.2,cancelled,Letter of Credit,Direct Sales,,
ORD-01268,2024-07-10,CUST-0033,Echo Ltd 33,West,Pune,SUP-053,Nova Trading 53,West,PROD-0069,Warehousing Model 1,Logistics Services,Warehousing,1,417.02,0.0,417.02,347.68,69.34,completed,Net-30,Direct Sales,7,5.0
ORD-01269,2025-02-10,CUST-0028,Echo Ltd 28,West,Pune,SUP-051,Nova Manufacturing 51,South,PROD-0010,Compressors Model 2,Industrial Equipment,Compressors,4,3230.97,0.0,12923.88,10150.75,2773.13,completed,Credit Card,Partner,9,3.9
ORD-01270,2025-11-12,CUST-0271,Foxtrot Group 271,South,Bengaluru,SUP-001,Summit Industries 1,South,PROD-0014,CNC Parts Model 2,Industrial Equipment,CNC Parts,4,2455.33,0.0,9821.32,7564.31,2257.01,completed,Credit Card,Online,7,4.1
ORD-01271,2023-05-15,CUST-0244,Gamma Corp 244,Central,Raipur,SUP-049,Apex Supplies 49,Central,PROD-0020,Sensors Model 4,Electronics,Sensors,4,493.78,21.26,1555.21,1527.24,27.97,completed,Letter of Credit,Marketplace,4,4.3
ORD-01272,2025-11-23,CUST-0282,Delta Pvt Ltd 282,East,Bhubaneswar,SUP-022,Prime Solutions 22,East,PROD-0039,Polymers Model 3,Raw Materials,Polymers,3,4107.17,0.0,12321.51,7801.55,4519.96,completed,Letter of Credit,Direct Sales,3,4.1
ORD-01273,2025-08-25,CUST-0240,Foxtrot Corp 240,North,Jaipur,SUP-006,Apex Solutions 6,South,PROD-0010,Compressors Model 2,Industrial Equipment,Compressors,3,3326.88,13.72,8611.3,7975.88,635.42,completed,Letter of Credit,Direct Sales,5,4.3
ORD-01274,2025-02-20,CUST-0009,Delta Corp 9,Central,Bhopal,SUP-009,Nova Supplies 9,Central,PROD-0059,Labels Model 3,Packaging,Labels,9,5628.79,5.56,47842.46,41364.0,6478.46,completed,Letter of Credit,Marketplace,5,3.8
ORD-01275,2025-04-15,CUST-0004,Delta Group 4,Central,Raipur,SUP-004,Nova Industries 4,Central,PROD-0038,Polymers Model 2,Raw Materials,Polymers,6,2974.09,0.0,17844.54,12316.41,5528.13,completed,Wire Transfer,Direct Sales,3,3.6
ORD-01276,2024-05-26,CUST-0235,Echo Enterprises 235,North,Chandigarh,SUP-005,Summit Solutions 5,North,PROD-0024,Controllers Model 4,Electronics,Controllers,14,1315.54,0.0,18417.56,10389.51,8028.05,pending,Letter of Credit,Marketplace,,
ORD-01277,2025-05-20,CUST-0230,Alpha Enterprises 230,North,Delhi,SUP-025,Orbit Industries 25,North,PROD-0032,Power Supplies Model 4,Electronics,Power Supplies,1,1374.56,10.71,1227.34,1011.53,215.81,completed,UPI,Partner,6,5.0
ORD-01278,2025-07-14,CUST-0143,Delta Group 143,West,Ahmedabad,SUP-016,Nova Manufacturing 16,South,PROD-0052,Corrugated Model 4,Packaging,Corrugated,23,5141.93,0.0,118264.39,90907.83,27356.56,completed,UPI,Marketplace,9,4.1
ORD-01279,2025-04-15,CUST-0078,Foxtrot Group 78,West,Mumbai,SUP-009,Nova Supplies 9,Central,PROD-0030,Power Supplies Model 2,Electronics,Power Supplies,1,4301.57,0.0,4301.57,2746.27,1555.3,completed,Net-30,Marketplace,6,4.4
ORD-01280,2023-05-29,CUST-0090,Delta Ltd 90,North,Chandigarh,SUP-005,Summit Solutions 5,North,PROD-0033,Steel Model 1,Raw Materials,Steel,4,2725.79,0.02,10900.98,9167.02,1733.96,completed,UPI,Direct Sales,14,3.7
ORD-01281,2024-05-22,CUST-0097,Foxtrot Pvt Ltd 97,East,Bhubaneswar,SUP-025,Orbit Industries 25,North,PROD-0079,Cold Chain Model 3,Logistics Services,Cold Chain,4,609.68,0.0,2438.72,1776.01,662.71,pending,Wire Transfer,Partner,,
ORD-01282,2024-06-05,CUST-0284,Beta Enterprises 284,Central,Raipur,SUP-056,Orbit Trading 56,South,PROD-0052,Corrugated Model 4,Packaging,Corrugated,3,4629.98,12.02,12220.37,10679.8,1540.57,pending,Letter of Credit,Direct Sales,,
ORD-01283,2023-06-23,CUST-0026,Beta Ltd 26,South,Bengaluru,SUP-021,Apex Trading 21,South,PROD-0078,Cold Chain Model 2,Logistics Services,Cold Chain,1,856.27,0.0,856.27,605.02,251.25,completed,Credit Card,Online,7,
ORD-01284,2023-03-11,CUST-0149,Foxtrot Pvt Ltd 149,Central,Indore,SUP-054,Nova Supplies 54,Central,PROD-0060,Labels Model 4,Packaging,Labels,1,4382.54,6.48,4098.55,2937.95,1160.6,completed,Wire Transfer,Partner,10,3.3
ORD-01285,2024-11-01,CUST-0061,Echo Group 61,South,Chennai,SUP-041,Orbit Supplies 41,South,PROD-0074,Last Mile Model 2,Logistics Services,Last Mile,9,4034.57,0.0,36311.13,21309.06,15002.07,completed,Wire Transfer,Partner,8,3.5
ORD-01286,2023-07-29,CUST-0006,Foxtrot Corp 6,South,Bengaluru,SUP-056,Orbit Trading 56,South,PROD-0020,Sensors Model 4,Electronics,Sensors,3,488.47,16.99,1216.44,1180.27,36.17,completed,UPI,Direct Sales,5,3.7
ORD-01287,2025-07-07,CUST-0292,Delta Pvt Ltd 292,East,Guwahati,SUP-053,Nova Trading 53,West,PROD-0070,Warehousing Model 2,Logistics Services,Warehousing,2,5096.9,10.49,9124.47,6814.98,2309.49,completed,UPI,Partner,4,3.6
ORD-01288,2024-04-06,CUST-0246,Alpha Ltd 246,South,Kochi,SUP-051,Nova Manufacturing 51,South,PROD-0038,Polymers Model 2,Raw Materials,Polymers,7,3353.37,5.24,22243.57,15856.1,6387.47,completed,Letter of Credit,Partner,11,3.9
ORD-01289,2024-04-07,CUST-0208,Delta Corp 208,West,Surat,SUP-003,Nova Supplies 3,West,PROD-0064,Pallets Model 4,Packaging,Pallets,3,2703.14,0.0,8109.42,6363.81,1745.61,completed,Wire Transfer,Online,2,4.7
ORD-01290,2024-01-12,CUST-0076,Foxtrot Corp 76,South,Hyderabad,SUP-054,Nova Supplies 54,Central,PROD-0080,Cold Chain Model 4,Logistics Services,Cold Chain,12,1899.89,15.39,0.0,18970.39,-3794.08,cancelled,Net-30,Partner,,
ORD-01291,2023-05-15,CUST-0141,Alpha Enterprises 141,South,Chennai,SUP-019,Prime Industries 19,Central,PROD-0071,Warehousing Model 3,Logistics Services,Warehousing,2,2360.37,1.55,4647.57,2742.73,1904.84,pending,Credit Card,Marketplace,,
ORD-01292,2025-01-01,CUST-0212,Delta Group 212,East,Patna,SUP-047,Apex Trading 47,East,PROD-0010,Compressors Model 2,Industrial Equipment,Compressors,3,3586.04,0.0,10758.12,9139.21,1618.91,completed,Wire Transfer,Partner,10,4.7
ORD-01293,2024-10-19,CUST-0041,Beta Group 41,South,Chennai,SUP-031,Apex Supplies 31,South,PROD-0025,Cables Model 1,Electronics,Cables,3,3631.1,1.46,10734.26,9211.49,1522.77,completed,Letter of Credit,Marketplace,9,3.6
ORD-01294,2023-01-26,CUST-0188,Echo Corp 188,West,Mumbai,SUP-053,Nova Trading 53,West,PROD-0015,CNC Parts Model 3,Industrial Equipment,CNC Parts,1,4604.24,1.18,4549.91,2697.68,1852.23,completed,Letter of Credit,Partner,6,3.5
ORD-01295,2025-02-22,CUST-0010,Echo Ltd 10,North,Jaipur,SUP-016,Nova Manufacturing 16,South,PROD-0078,Cold Chain Model 2,Logistics Services,Cold Chain,4,749.99,0.0,2999.96,2059.99,939.97,completed,Credit Card,Direct Sales,5,4.4
ORD-01296,2025-12-29,CUST-0264,Gamma Pvt Ltd 264,Central,Raipur,SUP-044,Summit Solutions 44,Central,PROD-0071,Warehousing Model 3,Logistics Services,Warehousing,4,2367.27,0.0,9469.08,5694.78,3774.3,completed,Letter of Credit,Partner,5,4.0
ORD-01297,2024-02-14,CUST-0047,Delta Enterprises 47,East,Bhubaneswar,SUP-025,Orbit Industries 25,North,PROD-0037,Polymers Model 1,Raw Materials,Polymers,2,4172.26,0.0,0.0,4638.06,-927.61,cancelled,Credit Card,Direct Sales,,
ORD-01298,2023-03-29,CUST-0240,Foxtrot Corp 240,North,Jaipur,SUP-005,Summit Solutions 5,North,PROD-0065,Freight Model 1,Logistics Services,Freight,9,4828.62,0.0,43457.58,25462.01,17995.57,pending,Letter of Credit,Direct Sales,,
ORD-01299,2024-07-31,CUST-0022,Beta Group 22,East,Guwahati,SUP-046,Apex Supplies 46,South,PROD-0016,CNC Parts Model 4,Industrial Equipment,CNC Parts,4,4429.01,0.0,17716.04,11449.05,6266.99,pending,Wire Transfer,Online,,
ORD-01300,2024-05-08,CUST-0048,Beta Enterprises 48,West,Surat,SUP-013,Zenith Supplies 13,West,PROD-0050,Corrugated Model 2,Packaging,Corrugated,1,682.3,0.69,677.59,500.26,177.33,completed,UPI,Online,7,4.4
ORD-01301,2023-04-27,CUST-0152,Beta Ltd 152,East,Bhubaneswar,SUP-052,Zenith Manufacturing 52,East,PROD-0021,Controllers Model 1,Electronics,Controllers,1,3089.01,16.45,2580.87,2010.28,570.59,completed,Wire Transfer,Direct Sales,9,3.3
ORD-01302,2025-05-12,CUST-0041,Beta Group 41,South,Chennai,SUP-006,Apex Solutions 6,South,PROD-0038,Polymers Model 2,Raw Materials,Polymers,28,3183.16,0.0,89128.48,62779.53,26348.95,completed,UPI,Direct Sales,9,3.5
ORD-01303,2023-02-03,CUST-0209,Gamma Ltd 209,Central,Indore,SUP-029,Prime Solutions 29,Central,PROD-0074,Last Mile Model 2,Logistics Services,Last Mile,9,5081.82,12.15,40179.41,27109.98,13069.43,completed,UPI,Online,9,4.7
ORD-01304,2025-01-29,CUST-0111,Echo Group 111,South,Kochi,SUP-034,Zenith Trading 34,Central,PROD-0052,Corrugated Model 4,Packaging,Corrugated,1,4564.18,12.48,3994.57,3767.51,227.06,completed,Credit Card,Marketplace,11,4.4
ORD-01305,2023-10-05,CUST-0137,Foxtrot Corp 137,East,Bhubaneswar,SUP-040,Orbit Supplies 40,North,PROD-0070,Warehousing Model 2,Logistics Services,Warehousing,4,5221.03,6.28,19572.6,12902.13,6670.47,pending,Credit Card,Partner,,
ORD-01306,2025-03-14,CUST-0174,Gamma Ltd 174,Central,Indore,SUP-019,Prime Industries 19,Central,PROD-0059,Labels Model 3,Packaging,Labels,2,5142.63,1.15,10166.98,8921.79,1245.19,completed,Credit Card,Direct Sales,11,4.4
ORD-01307,2024-07-30,CUST-0238,Echo Corp 238,West,Mumbai,SUP-038,Summit Trading 38,West,PROD-0038,Polymers Model 2,Raw Materials,Polymers,1,3495.34,0.0,0.0,2354.63,-470.93,cancelled,Net-30,Partner,,
ORD-01308,2024-08-02,CUST-0116,Foxtrot Pvt Ltd 116,South,Bengaluru,SUP-006,Apex Solutions 6,South,PROD-0072,Warehousing Model 4,Logistics Services,Warehousing,4,4909.18,11.06,17464.9,12320.44,5144.46,completed,Wire Transfer,Partner,7,3.4
ORD-01309,2025-05-10,CUST-0077,Gamma Corp 77,East,Bhubaneswar,SUP-047,Apex Trading 47,East,PROD-0064,Pallets Model 4,Packaging,Pallets,2,2658.1,0.0,5316.2,4196.75,1119.45,completed,UPI,Online,8,3.6
ORD-01310,2023-05-26,CUST-0152,Beta Ltd 152,East,Bhubaneswar,SUP-052,Zenith Manufacturing 52,East,PROD-0020,Sensors Model 4,Electronics,Sensors,1,398.57,0.73,395.66,318.98,76.68,completed,UPI,Direct Sales,5,
ORD-01311,2024-05-17,CUST-0047,Delta Enterprises 47,East,Bhubaneswar,SUP-007,Zenith Industries 7,East,PROD-0041,Chemicals Model 1,Raw Materials,Chemicals,1,1871.17,0.51,1861.63,1327.59,534.04,completed,Credit Card,Marketplace,4,3.8
ORD-01312,2024-10-15,CUST-0136,Delta Ltd 136,South,Kochi,SUP-024,Summit Manufacturing 24,Central,PROD-0028,Cables Model 4,Electronics,Cables,4,3357.11,0.0,13428.44,10042.81,3385.63,completed,Credit Card,Marketplace,6,3.7
ORD-01313,2024-10-22,CUST-0223,Gamma Corp 223,West,Pune,SUP-060,Nova Supplies 60,North,PROD-0039,Polymers Model 3,Raw Materials,Polymers,7,4559.16,1.11,31559.87,19673.54,11886.33,completed,Letter of Credit,Marketplace,6,3.3
ORD-01314,2023-07-01,CUST-0203,Gamma Pvt Ltd 203,West,Ahmedabad,SUP-003,Nova Supplies 3,West,PROD-0048,Alloys Model 4,Raw Materials,Alloys,2,566.93,0.0,113.39,738.06,-34.22,cancelled,Letter of Credit,Partner,,
ORD-01315,2025-09-08,CUST-0126,Delta Enterprises 126,South,Hyderabad,SUP-052,Zenith Manufacturing 52,East,PROD-0013,CNC Parts Model 1,Industrial Equipment,CNC Parts,2,3041.25,0.0,6082.5,4761.67,1320.83,pending,Wire Transfer,Direct Sales,,
ORD-01316,2025-07-31,CUST-0108,Beta Group 108,West,Ahmedabad,SUP-033,Nova Industries 33,West,PROD-0038,Polymers Model 2,Raw Materials,Polymers,8,3328.72,0.0,26629.76,19424.0,7205.76,completed,Net-30,Direct Sales,2,5.0
ORD-01317,2024-01-09,CUST-0225,Foxtrot Enterprises 225,North,Chandigarh,SUP-020,Apex Manufacturing 20,North,PROD-0080,Cold Chain Model 4,Logistics Services,Cold Chain,1,2312.1,0.0,0.0,1844.1,-368.82,cancelled,Credit Card,Online,,
ORD-01318,2024-03-11,CUST-0129,Gamma Group 129,Central,Indore,SUP-001,Summit Industries 1,South,PROD-0009,Compressors Model 1,Industrial Equipment,Compressors,4,250.38,0.0,1001.52,559.58,441.94,completed,Letter of Credit,Direct Sales,10,
ORD-01319,2025-03-07,CUST-0005,Echo Pvt Ltd 5,North,Lucknow,SUP-031,Apex Supplies 31,South,PROD-0043,Chemicals Model 3,Raw Materials,Chemicals,2,4019.13,0.0,8038.26,5786.35,2251.91,completed,Letter of Credit,Online,13,4.7
ORD-01320,2025-08-15,CUST-0104,Gamma Pvt Ltd 104,Central,Raipur,SUP-019,Prime Industries 19,Central,PROD-0016,CNC Parts Model 4,Industrial Equipment,CNC Parts,1,4363.52,1.83,4283.67,2781.96,1501.71,completed,Letter of Credit,Online,5,
ORD-01321,2024-10-03,CUST-0204,Echo Corp 204,Central,Nagpur,SUP-024,Summit Manufacturing 24,Central,PROD-0062,Pallets Model 2,Packaging,Pallets,10,2575.69,5.76,24273.3,16857.53,7415.77,completed,Net-30,Online,8,4.8
ORD-01322,2025-05-26,CUST-0020,Foxtrot Enterprises 20,North,Chandigarh,SUP-051,Nova Manufacturing 51,South,PROD-0039,Polymers Model 3,Raw Materials,Polymers,1,5055.68,0.0,0.0,3297.83,-659.57,cancelled,UPI,Marketplace,,
ORD-01323,2025-04-06,CUST-0071,Gamma Corp 71,South,Chennai,SUP-001,Summit Industries 1,South,PROD-0056,Films Model 4,Packaging,Films,1,682.85,0.0,682.85,564.62,118.23,completed,Credit Card,Partner,10,3.3
ORD-01324,2024-07-22,CUST-0294,Beta Enterprises 294,Central,Raipur,SUP-029,Prime Solutions 29,Central,PROD-0077,Cold Chain Model 1,Logistics Services,Cold Chain,4,2189.86,16.5,7314.13,6997.45,316.68,completed,Letter of Credit,Marketplace,9,
ORD-01325,2025-05-03,CUST-0018,Alpha Enterprises 18,West,Mumbai,SUP-048,Zenith Trading 48,West,PROD-0041,Chemicals Model 1,Raw Materials,Chemicals,1,1882.44,0.0,1882.44,1354.07,528.37,completed,Wire Transfer,Direct Sales,7,3.4
ORD-01326,2023-06-02,CUST-0132,Alpha Corp 132,East,Bhubaneswar,SUP-007,Zenith Industries 7,East,PROD-0017,Sensors Model 1,Electronics,Sensors,1,2050.22,0.0,2050.22,1254.35,795.87,completed,Net-30,Partner,3,2.8
ORD-01327,2024-01-31,CUST-0117,Foxtrot Corp 117,East,Patna,SUP-002,Apex Trading 2,East,PROD-0010,Compressors Model 2,Industrial Equipment,Compressors,5,3411.53,0.0,17057.65,13619.88,3437.77,completed,Net-30,Marketplace,10,2.4
ORD-01328,2025-10-23,CUST-0154,Alpha Enterprises 154,Central,Bhopal,SUP-054,Nova Supplies 54,Central,PROD-0021,Controllers Model 1,Electronics,Controllers,2,3198.64,0.0,6397.28,4118.93,2278.35,completed,UPI,Marketplace,1,3.8
ORD-01329,2024-06-07,CUST-0030,Alpha Corp 30,North,Chandigarh,SUP-045,Nova Trading 45,North,PROD-0038,Polymers Model 2,Raw Materials,Polymers,2,3278.7,0.0,6557.4,4446.2,2111.2,completed,Letter of Credit,Partner,4,3.8
ORD-01330,2024-05-09,CUST-0201,Gamma Ltd 201,South,Kochi,SUP-051,Nova Manufacturing 51,South,PROD-0042,Chemicals Model 2,Raw Materials,Chemicals,2,3021.38,0.0,6042.76,4500.67,1542.09,pending,Credit Card,Marketplace,,
ORD-01331,2024-10-22,CUST-0079,Gamma Pvt Ltd 79,Central,Bhopal,SUP-009,Nova Supplies 9,Central,PROD-0007,Conveyors Model 3,Industrial Equipment,Conveyors,3,1512.62,12.26,3981.52,3334.92,646.6,completed,Letter of Credit,Marketplace,5,4.6
ORD-01332,2023-12-19,CUST-0143,Delta Group 143,West,Ahmedabad,SUP-053,Nova Trading 53,West,PROD-0067,Freight Model 3,Logistics Services,Freight,1,4381.0,0.0,4381.0,3021.47,1359.53,completed,Credit Card,Marketplace,6,
ORD-01333,2023-08-07,CUST-0269,Gamma Pvt Ltd 269,Central,Nagpur,SUP-044,Summit Solutions 44,Central,PROD-0054,Films Model 2,Packaging,Films,3,2607.62,12.77,6823.88,6043.72,780.16,completed,Net-30,Online,10,5.0
ORD-01334,2024-04-22,CUST-0263,Delta Pvt Ltd 263,West,Mumbai,SUP-038,Summit Trading 38,West,PROD-0038,Polymers Model 2,Raw Materials,Polymers,1,3442.44,0.0,3442.44,2290.1,1152.34,completed,Credit Card,Marketplace,9,3.0
ORD-01335,2023-12-22,CUST-0011,Foxtrot Pvt Ltd 11,South,Bengaluru,SUP-027,Orbit Trading 27,East,PROD-0025,Cables Model 1,Electronics,Cables,7,4573.96,6.03,30087.05,26032.94,4054.11,completed,Letter of Credit,Direct Sales,11,4.4
ORD-01336,2025-09-01,CUST-0016,Gamma Ltd 16,South,Hyderabad,SUP-050,Orbit Trading 50,North,PROD-0036,Steel Model 4,Raw Materials,Steel,1,2978.51,0.0,0.0,2235.96,-447.19,cancelled,Letter of Credit,Marketplace,,
ORD-01337,2023-03-28,CUST-0295,Gamma Enterprises 295,North,Delhi,SUP-009,Nova Supplies 9,Central,PROD-0035,Steel Model 3,Raw Materials,Steel,1,3481.42,0.0,3481.42,2157.17,1324.25,completed,UPI,Partner,4,4.2
ORD-01338,2023-04-03,CUST-0261,Gamma Ltd 261,South,Kochi,SUP-001,Summit Industries 1,South,PROD-0074,Last Mile Model 2,Logistics Services,Last Mile,3,4245.12,1.78,12508.67,7586.32,4922.35,completed,Letter of Credit,Partner,12,
ORD-01339,2023-02-05,CUST-0139,Foxtrot Group 139,Central,Bhopal,SUP-004,Nova Industries 4,Central,PROD-0030,Power Supplies Model 2,Electronics,Power Supplies,2,4842.88,20.56,7694.37,6107.75,1586.62,completed,Wire Transfer,Online,1,4.4
ORD-01340,2025-05-21,CUST-0289,Echo Group 289,Central,Nagpur,SUP-043,Zenith Trading 43,West,PROD-0059,Labels Model 3,Packaging,Labels,1,4854.86,1.31,4791.26,3902.22,889.04,completed,Wire Transfer,Direct Sales,6,1.9
ORD-01341,2025-05-10,CUST-0002,Beta Ltd 2,East,Kolkata,SUP-057,Summit Solutions 57,East,PROD-0017,Sensors Model 1,Electronics,Sensors,7,1962.62,21.61,10769.48,7973.73,2795.75,completed,UPI,Online,9,4.9
